#SampleID	split-libraries	adaptor-clean-up	cr_silva_seqs	cr_gg_seqs	or_gg_seqs	deblur_100nt_seqs	deblur_150nt_seqs
550.L2S108.s.2.sequence	25061	25061	24210	23865	24946	16606	888
550.L2S109.s.2.sequence	20845	20845	20424	20305	20787	13743	871
550.L2S11.s.2.sequence	30944	30944	30086	29942	30901	23147	315
550.L2S110.s.2.sequence	19502	19502	18937	18801	19404	12750	706
550.L2S111.s.2.sequence	23892	23892	23355	23257	23838	16325	1024
550.L2S112.s.2.sequence	23312	23312	22694	22598	23231	15435	968
550.L2S113.s.2.sequence	25039	25038	23980	23918	24897	16167	761
550.L2S114.s.2.sequence	20336	20336	19878	19887	20291	14335	766
550.L2S115.s.2.sequence	18459	18459	17566	17336	18334	11664	482
550.L2S116.s.2.sequence	23671	23671	23071	22902	23597	15971	1124
550.L2S117.s.2.sequence	22290	22290	21565	21506	22206	15092	880
550.L2S118.s.2.sequence	17229	17229	16802	16728	17157	11671	691
550.L2S119.s.2.sequence	28390	28390	25953	24081	28288	20117	1820
550.L2S12.s.2.sequence	29257	29257	28656	28550	29231	21939	392
550.L2S120.s.2.sequence	20436	20436	19737	19688	20356	13589	730
550.L2S121.s.2.sequence	17822	17822	17434	17246	17790	12793	905
550.L2S122.s.2.sequence	20980	20980	20306	20086	20899	14109	627
550.L2S123.s.2.sequence	13527	13527	12271	11948	13418	8676	528
550.L2S124.s.2.sequence	20059	20059	19298	19184	19967	13435	468
550.L2S125.s.2.sequence	15017	15017	14526	14301	14942	9690	362
550.L2S126.s.2.sequence	20668	20668	20236	20093	20621	14313	960
550.L2S127.s.2.sequence	19567	19567	19084	19047	19519	13346	814
550.L2S128.s.2.sequence	14548	14548	14312	14284	14519	9860	674
550.L2S129.s.2.sequence	21586	21586	20183	19983	21483	14196	626
550.L2S13.s.2.sequence	30808	30808	30235	30145	30781	23163	531
550.L2S130.s.2.sequence	21008	21008	20460	20383	20947	14352	876
550.L2S131.s.2.sequence	14889	14889	14575	14410	14874	10314	638
550.L2S132.s.2.sequence	20509	20509	19967	19945	20458	14281	750
550.L2S133.s.2.sequence	22932	22932	22472	22326	22886	16248	1929
550.L2S134.s.2.sequence	20990	20990	19517	18873	20870	13340	890
550.L2S135.s.2.sequence	22881	22881	21540	20869	22799	15519	1144
550.L2S136.s.2.sequence	26421	26421	24102	22789	26282	17944	1765
550.L2S137.s.2.sequence	23723	23723	22218	21409	23588	15152	824
550.L2S138.s.2.sequence	18941	18941	18636	18491	18911	12975	918
550.L2S139.s.2.sequence	23859	23859	21993	21581	23729	16163	1055
550.L2S14.s.2.sequence	34087	34087	33259	33138	34054	25258	482
550.L2S140.s.2.sequence	21304	21303	20026	18969	21236	14720	1027
550.L2S141.s.2.sequence	22163	22163	20596	18880	22077	15555	1037
550.L2S142.s.2.sequence	22824	22824	21151	19810	22729	15509	1651
550.L2S143.s.2.sequence	18222	18222	17331	16933	18135	12240	767
550.L2S144.s.2.sequence	20378	20378	19185	18484	20280	13666	920
550.L2S145.s.2.sequence	24395	24395	22730	21532	24316	16441	1407
550.L2S146.s.2.sequence	23674	23674	22094	20619	23593	16307	1513
550.L2S147.s.2.sequence	19215	19215	18416	17505	19178	13455	929
550.L2S148.s.2.sequence	21292	21292	20156	18946	21264	15292	990
550.L2S149.s.2.sequence	16237	16237	15963	15853	16217	11531	839
550.L2S15.s.2.sequence	37218	37218	36146	35975	37172	27196	490
550.L2S150.s.2.sequence	19864	19864	18491	17890	19778	13078	936
550.L2S151.s.2.sequence	21259	21259	20360	19866	21174	14097	1000
550.L2S152.s.2.sequence	21420	21420	20212	19473	21340	14375	999
550.L2S153.s.2.sequence	27310	27310	25599	23884	27141	17873	1151
550.L2S154.s.2.sequence	17435	17435	16816	16384	17391	12036	574
550.L2S155.s.2.sequence	20484	20484	19879	19523	20447	14443	810
550.L2S156.s.2.sequence	18021	18021	16458	15114	17924	11766	906
550.L2S157.s.2.sequence	18454	18454	17595	16474	18377	12357	974
550.L2S158.s.2.sequence	16690	16690	15543	14755	16573	11164	736
550.L2S159.s.2.sequence	21233	21233	20352	18952	21151	14675	1477
550.L2S16.s.2.sequence	46796	46796	45744	45575	46697	34097	1756
550.L2S160.s.2.sequence	24294	24294	24115	23883	24270	17502	1489
550.L2S161.s.2.sequence	19566	19566	18914	18182	19512	13250	825
550.L2S162.s.2.sequence	19880	19880	19345	18605	19833	13719	956
550.L2S163.s.2.sequence	22102	22102	20833	19531	22024	15068	1070
550.L2S164.s.2.sequence	16832	16832	16278	15888	16768	11336	733
550.L2S165.s.2.sequence	19774	19774	17913	17124	19579	12351	750
550.L2S166.s.2.sequence	16622	16622	15129	14630	16545	11296	391
550.L2S167.s.2.sequence	23118	23118	22106	21596	23052	15168	884
550.L2S168.s.2.sequence	20081	20081	18962	18112	19953	13028	924
550.L2S169.s.2.sequence	15671	15671	15173	15003	15626	10938	561
550.L2S17.s.2.sequence	36282	36282	35469	35353	36187	26618	1998
550.L2S170.s.2.sequence	21312	21312	19942	18960	21178	13723	690
550.L2S171.s.2.sequence	21998	21998	20738	19474	21877	14304	937
550.L2S172.s.2.sequence	20069	20069	19085	17902	19999	13421	875
550.L2S173.s.2.sequence	22851	22851	21307	20333	22683	14436	1111
550.L2S174.s.2.sequence	17820	17820	17547	17423	17781	12600	1142
550.L2S175.s.2.sequence	22903	22903	22520	22381	22864	16456	1168
550.L2S176.s.2.sequence	22014	22013	19024	17416	21751	13877	1102
550.L2S178.s.2.sequence	18752	18752	17859	17393	18681	12285	680
550.L2S179.s.2.sequence	19283	19283	18536	17289	19226	13384	838
550.L2S18.s.2.sequence	37906	37906	37109	36968	37866	28328	504
550.L2S180.s.2.sequence	18715	18715	17336	16491	18670	12700	874
550.L2S181.s.2.sequence	20967	20967	20595	20371	20906	14748	1236
550.L2S182.s.2.sequence	21810	21810	20563	19535	21725	14717	1201
550.L2S183.s.2.sequence	18859	18858	18263	17828	18798	12877	800
550.L2S184.s.2.sequence	21823	21822	20540	19691	21676	14091	1231
550.L2S185.s.2.sequence	29528	29528	27538	26120	29347	19010	1224
550.L2S186.s.2.sequence	14644	14644	13971	13328	14602	10546	595
550.L2S187.s.2.sequence	24194	24194	22646	21389	24092	15905	1139
550.L2S188.s.2.sequence	20343	20343	19391	18912	20212	12792	889
550.L2S189.s.2.sequence	18702	18702	17429	16649	18606	12075	734
550.L2S19.s.2.sequence	31467	31467	30718	30602	31434	23286	404
550.L2S190.s.2.sequence	19455	19455	18644	18140	19382	13370	557
550.L2S191.s.2.sequence	24571	24571	24133	24172	24535	17499	1559
550.L2S193.s.2.sequence	27539	27539	25676	25128	27330	18246	1028
550.L2S194.s.2.sequence	23959	23959	22783	22116	23829	15656	1136
550.L2S195.s.2.sequence	16853	16853	16131	15839	16754	10996	395
550.L2S196.s.2.sequence	20150	20150	19209	18534	20024	13298	787
550.L2S197.s.2.sequence	22913	22913	21416	20223	22710	14916	1066
550.L2S198.s.2.sequence	21425	21425	20447	19798	21337	14350	806
550.L2S199.s.2.sequence	22182	22182	21268	20571	22045	14514	783
550.L2S2.s.2.sequence	33831	33831	33093	32949	33770	24554	993
550.L2S20.s.2.sequence	35988	35988	35358	35233	35956	27002	545
550.L2S200.s.2.sequence	21346	21346	20384	19924	21169	14244	821
550.L2S201.s.2.sequence	23103	23103	21774	21142	22912	14717	1011
550.L2S202.s.2.sequence	17132	17132	13022	12788	17068	11691	1937
550.L2S203.s.2.sequence	15794	15794	15174	14959	15738	10124	497
550.L2S204.s.2.sequence	17820	17820	17182	16923	17769	11822	629
550.L2S205.s.2.sequence	14549	14549	14157	13997	14506	9949	664
550.L2S206.s.2.sequence	20080	20080	19518	19305	19998	13395	753
550.L2S207.s.2.sequence	18784	18784	17442	17093	18474	10924	548
550.L2S208.s.2.sequence	20094	20094	18345	17940	19668	11669	434
550.L2S209.s.2.sequence	21299	21299	19855	19433	21067	13136	816
550.L2S21.s.2.sequence	35892	35892	35100	34986	35854	27084	423
550.L2S210.s.2.sequence	17326	17326	16215	15923	17148	10371	617
550.L2S211.s.2.sequence	18299	18299	17463	17181	18167	11769	753
550.L2S212.s.2.sequence	17973	17973	17094	16847	17849	11712	620
550.L2S213.s.2.sequence	15339	15339	14754	14705	15271	10458	430
550.L2S214.s.2.sequence	21237	21237	20211	19712	21134	13673	972
550.L2S215.s.2.sequence	21384	21384	20505	20303	21289	14002	817
550.L2S216.s.2.sequence	36717	36710	34200	33595	36407	22476	1261
550.L2S217.s.2.sequence	16657	16657	15702	15482	16543	10484	615
550.L2S218.s.2.sequence	21006	21006	20419	20203	20924	14171	942
550.L2S219.s.2.sequence	21526	21526	20557	20369	21421	13907	823
550.L2S22.s.2.sequence	37728	37728	36907	36721	37703	28566	348
550.L2S220.s.2.sequence	19138	19137	18040	17731	18943	11754	653
550.L2S221.s.2.sequence	21005	21005	20461	20316	20950	14234	996
550.L2S222.s.2.sequence	17807	17807	16784	16519	17699	11212	648
550.L2S223.s.2.sequence	24055	24055	22494	21643	23858	15372	921
550.L2S224.s.2.sequence	27637	27637	26120	25409	27377	17444	714
550.L2S225.s.2.sequence	18001	18001	17152	16855	17917	11418	889
550.L2S226.s.2.sequence	18161	18161	17281	17009	18048	11536	660
550.L2S227.s.2.sequence	16920	16920	16043	15727	16818	10947	826
550.L2S228.s.2.sequence	20059	20059	18784	18347	19931	12847	743
550.L2S229.s.2.sequence	20381	20381	19381	19001	20270	13034	673
550.L2S23.s.2.sequence	34960	34960	34048	33860	34930	26474	316
550.L2S230.s.2.sequence	20766	20766	19567	19266	20653	13807	932
550.L2S231.s.2.sequence	17062	17062	16492	16308	16976	11572	625
550.L2S232.s.2.sequence	21956	21956	20624	20128	21785	14245	821
550.L2S233.s.2.sequence	19187	19187	18924	18879	19147	13199	1382
550.L2S234.s.2.sequence	15262	15262	14983	14950	15222	10704	471
550.L2S235.s.2.sequence	20372	20372	20079	20036	20335	14046	1016
550.L2S236.s.2.sequence	10725	10725	10575	10549	10706	7547	277
550.L2S237.s.2.sequence	17202	17202	16515	15605	17147	11937	696
550.L2S238.s.2.sequence	16100	16100	15870	15851	16066	11462	765
550.L2S239.s.2.sequence	19089	19089	18773	18747	19038	13881	876
550.L2S24.s.2.sequence	44917	44917	43727	43483	44876	33704	582
550.L2S240.s.2.sequence	28142	28142	27571	27464	28114	20746	1263
550.L2S241.s.2.sequence	19317	19316	19026	18960	19285	13573	1488
550.L2S242.s.2.sequence	18501	18501	18235	18205	18475	13271	950
550.L2S243.s.2.sequence	16943	16943	16624	16587	16897	11921	669
550.L2S244.s.2.sequence	13757	13757	13538	13528	13724	9749	718
550.L2S245.s.2.sequence	16381	16381	16123	16058	16352	11622	514
550.L2S246.s.2.sequence	24613	24613	23919	23821	24526	16302	909
550.L2S247.s.2.sequence	18678	18678	18350	18336	18649	13144	874
550.L2S248.s.2.sequence	23344	23344	22914	22857	23303	16319	1081
550.L2S249.s.2.sequence	20803	20803	20385	20330	20751	13951	1099
550.L2S25.s.2.sequence	35205	35205	34328	34105	35162	26253	616
550.L2S250.s.2.sequence	18554	18554	18227	18152	18523	12703	976
550.L2S251.s.2.sequence	16996	16996	16547	16432	16958	11848	662
550.L2S252.s.2.sequence	16650	16650	16227	15989	16607	11395	717
550.L2S253.s.2.sequence	14042	14042	13690	13599	14008	9134	465
550.L2S254.s.2.sequence	19479	19479	18760	18486	19382	12777	819
550.L2S255.s.2.sequence	18774	18774	18190	17804	18712	12475	888
550.L2S256.s.2.sequence	18918	18918	18555	18512	18864	13007	711
550.L2S257.s.2.sequence	20237	20237	19975	19907	20214	14820	1406
550.L2S258.s.2.sequence	20858	20858	20675	20594	20840	15473	2048
550.L2S259.s.2.sequence	15031	15031	14844	14802	15007	10527	798
550.L2S26.s.2.sequence	30339	30339	29630	29464	30310	22704	344
550.L2S260.s.2.sequence	15237	15237	14748	14552	15202	9853	478
550.L2S261.s.2.sequence	13631	13628	13284	13133	13588	9106	403
550.L2S262.s.2.sequence	16190	16190	15824	15706	16140	11001	694
550.L2S263.s.2.sequence	18576	18576	18146	18126	18528	12440	849
550.L2S264.s.2.sequence	25115	25115	24565	24485	25064	17545	1115
550.L2S265.s.2.sequence	16492	16492	16182	15811	16449	11265	547
550.L2S267.s.2.sequence	51690	51688	50452	50274	51513	35398	2478
550.L2S268.s.2.sequence	17485	17485	16737	16495	17417	11849	840
550.L2S269.s.2.sequence	18518	18518	18185	18096	18476	12732	893
550.L2S270.s.2.sequence	19892	19892	19463	19330	19846	13359	1022
550.L2S271.s.2.sequence	18608	18608	18251	18217	18577	12964	961
550.L2S272.s.2.sequence	15444	15444	15097	14819	15417	10476	573
550.L2S273.s.2.sequence	19387	19387	18404	18156	19330	12618	544
550.L2S274.s.2.sequence	14238	14238	13625	13170	14207	9475	535
550.L2S275.s.2.sequence	17375	17375	16709	16347	17333	11752	912
550.L2S276.s.2.sequence	20796	20796	20457	20377	20774	14715	1322
550.L2S277.s.2.sequence	18177	18177	17544	17165	18139	12666	989
550.L2S278.s.2.sequence	21718	21718	20687	19965	21659	14855	1253
550.L2S279.s.2.sequence	22933	22933	21541	20478	22886	16213	1479
550.L2S28.s.2.sequence	27454	27454	27041	26940	27412	21064	1479
550.L2S280.s.2.sequence	19661	19661	19220	18956	19618	13669	1149
550.L2S281.s.2.sequence	23270	23270	22528	22371	23214	16004	996
550.L2S282.s.2.sequence	19401	19401	18906	18404	19387	13676	1071
550.L2S283.s.2.sequence	23931	23931	23095	22396	23902	16596	1440
550.L2S284.s.2.sequence	24959	24959	24338	23993	24904	16933	1184
550.L2S285.s.2.sequence	17984	17984	17519	17248	17923	12211	544
550.L2S286.s.2.sequence	19394	19394	19018	18887	19345	13222	663
550.L2S287.s.2.sequence	26466	26466	25822	25170	26418	18873	1383
550.L2S289.s.2.sequence	15380	15380	14498	14172	15334	10542	406
550.L2S29.s.2.sequence	33782	33782	33209	33042	33726	25498	453
550.L2S290.s.2.sequence	19954	19954	19306	18699	19916	13638	1186
550.L2S291.s.2.sequence	17672	17672	16848	16530	17624	11880	986
550.L2S292.s.2.sequence	17487	17487	16997	16872	17451	11957	811
550.L2S293.s.2.sequence	19231	19231	18679	18421	19190	12746	902
550.L2S294.s.2.sequence	16852	16852	16259	15851	16806	11478	618
550.L2S295.s.2.sequence	11016	11016	10755	10658	10991	7774	485
550.L2S296.s.2.sequence	19687	19687	19135	18809	19626	13898	792
550.L2S297.s.2.sequence	18155	18155	17795	17621	18116	12558	752
550.L2S298.s.2.sequence	15740	15740	15311	14917	15702	11163	662
550.L2S299.s.2.sequence	12915	12915	12523	12237	12877	8794	373
550.L2S3.s.2.sequence	36022	36022	35251	35092	35985	27015	426
550.L2S30.s.2.sequence	16856	16856	16642	16591	16844	13655	97
550.L2S300.s.2.sequence	14232	14232	13940	13765	14215	10088	803
550.L2S301.s.2.sequence	19570	19570	18927	18821	19538	14373	721
550.L2S302.s.2.sequence	13062	13061	12686	12346	13024	9031	605
550.L2S303.s.2.sequence	21703	21702	21291	21149	21669	15660	613
550.L2S304.s.2.sequence	13465	13465	13271	13138	13442	10009	443
550.L2S305.s.2.sequence	22939	22939	21923	21766	22868	14796	669
550.L2S306.s.2.sequence	18704	18704	18180	17784	18672	12669	698
550.L2S307.s.2.sequence	12442	12442	12138	11001	12413	9077	320
550.L2S308.s.2.sequence	17301	17301	16771	16321	17258	11873	949
550.L2S309.s.2.sequence	7599	7599	7409	7322	7583	5332	429
550.L2S31.s.2.sequence	39702	39702	38656	38419	39644	29408	440
550.L2S310.s.2.sequence	12996	12996	12803	11584	12962	9970	288
550.L2S311.s.2.sequence	13391	13391	13075	12888	13372	8731	388
550.L2S312.s.2.sequence	15697	15697	15049	14163	15660	10566	649
550.L2S313.s.2.sequence	17889	17889	17609	17425	17853	12353	1137
550.L2S314.s.2.sequence	18173	18173	17704	17003	18144	12544	960
550.L2S315.s.2.sequence	14529	14529	14140	13485	14489	10278	735
550.L2S316.s.2.sequence	8383	8383	8044	8020	8344	5631	286
550.L2S317.s.2.sequence	15331	15331	15110	15028	15307	10937	816
550.L2S318.s.2.sequence	19134	19134	18623	17768	19095	13470	1304
550.L2S319.s.2.sequence	13598	13598	13448	13377	13583	9668	786
550.L2S32.s.2.sequence	35856	35856	35110	34900	35825	27678	334
550.L2S320.s.2.sequence	19009	19009	18884	18792	18982	13476	1520
550.L2S321.s.2.sequence	19644	19642	19066	18763	19610	13411	1331
550.L2S322.s.2.sequence	17291	17291	16220	15868	17239	11799	414
550.L2S323.s.2.sequence	14150	14150	13575	13209	14118	9871	392
550.L2S324.s.2.sequence	11733	11733	11307	10898	11692	7913	643
550.L2S325.s.2.sequence	16301	16301	15410	15405	16269	10424	426
550.L2S326.s.2.sequence	14500	14500	14211	14118	14474	10170	715
550.L2S327.s.2.sequence	17485	17485	17001	16670	17444	11841	782
550.L2S328.s.2.sequence	13488	13488	13121	12820	13448	9078	356
550.L2S329.s.2.sequence	18364	18364	17922	17291	18330	12590	1010
550.L2S33.s.2.sequence	35637	35637	34761	34591	35604	26882	411
550.L2S330.s.2.sequence	15465	15465	15090	14837	15440	10588	904
550.L2S331.s.2.sequence	12816	12816	12400	11984	12796	8920	421
550.L2S332.s.2.sequence	25180	25180	24684	24430	25167	19341	1459
550.L2S333.s.2.sequence	16012	16012	15571	15290	15977	10944	836
550.L2S334.s.2.sequence	14028	14028	13693	13370	13992	9504	701
550.L2S335.s.2.sequence	14280	14280	13738	13416	14236	9609	499
550.L2S336.s.2.sequence	16192	16192	15808	15543	16144	11052	768
550.L2S337.s.2.sequence	14065	14065	13863	13731	14040	10017	800
550.L2S338.s.2.sequence	9199	9199	9046	8945	9176	6264	469
550.L2S339.s.2.sequence	11377	11377	11307	11275	11363	8123	711
550.L2S34.s.2.sequence	21277	21277	20792	20719	21254	16020	336
550.L2S340.s.2.sequence	8089	8089	8049	8026	8079	5751	474
550.L2S341.s.2.sequence	14954	14954	14278	13436	14898	9865	820
550.L2S342.s.2.sequence	17087	17087	16663	16393	17067	12109	520
550.L2S343.s.2.sequence	14036	14036	13753	13584	14019	10085	498
550.L2S344.s.2.sequence	18536	18536	18161	18029	18493	12909	1151
550.L2S345.s.2.sequence	13775	13775	13421	13272	13739	9207	603
550.L2S346.s.2.sequence	12659	12659	12352	12233	12618	8655	661
550.L2S347.s.2.sequence	15070	15070	14547	14304	15021	10226	525
550.L2S348.s.2.sequence	13490	13490	13323	13300	13473	9615	540
550.L2S349.s.2.sequence	11902	11902	11664	11111	11890	8786	420
550.L2S35.s.2.sequence	30445	30445	29782	29626	30422	23429	228
550.L2S350.s.2.sequence	16033	16033	15614	15288	16001	11010	863
550.L2S351.s.2.sequence	15546	15546	15300	15195	15518	10724	879
550.L2S352.s.2.sequence	16878	16878	16625	16515	16830	11619	1178
550.L2S353.s.2.sequence	12490	12490	12332	12241	12477	8941	887
550.L2S354.s.2.sequence	17047	17047	16910	16859	17032	12270	894
550.L2S355.s.2.sequence	19067	19067	17434	16925	18889	11423	793
550.L2S356.s.2.sequence	20337	20337	20092	20110	20314	15042	565
550.L2S357.s.2.sequence	12321	12321	12132	12073	12303	8514	605
550.L2S358.s.2.sequence	13685	13685	13197	12983	13639	9187	726
550.L2S359.s.2.sequence	18117	18117	17438	17288	17993	11757	934
550.L2S36.s.2.sequence	32002	32002	31474	31359	31979	24377	412
550.L2S360.s.2.sequence	20483	20483	19898	19773	20437	14414	911
550.L2S361.s.2.sequence	21048	21048	19933	19606	20825	12837	835
550.L2S362.s.2.sequence	17662	17662	16569	16240	17445	10639	571
550.L2S363.s.2.sequence	14547	14546	14328	14308	14510	9956	261
550.L2S364.s.2.sequence	10808	10808	10336	10248	10764	7210	521
550.L2S365.s.2.sequence	14336	14336	13614	13454	14214	9115	563
550.L2S366.s.2.sequence	13451	13451	12984	12875	13407	8900	608
550.L2S367.s.2.sequence	15838	15838	15499	15053	15785	11436	612
550.L2S368.s.2.sequence	12519	12519	12100	11854	12448	8490	199
550.L2S369.s.2.sequence	20667	20667	20040	19895	20606	14234	857
550.L2S370.s.2.sequence	16628	16628	15839	15394	16542	10652	779
550.L2S371.s.2.sequence	14739	14739	14014	14301	14683	10207	626
550.L2S372.s.2.sequence	14339	14339	13454	13608	14280	9453	625
550.L2S373.s.2.sequence	16631	16631	16088	16014	16557	10939	661
550.L2S374.s.2.sequence	18135	18135	17679	17538	18074	11688	539
550.L2S376.s.2.sequence	26333	26333	25042	24769	26257	16236	964
550.L2S377.s.2.sequence	18580	18580	17927	17692	18514	12107	719
550.L2S378.s.2.sequence	18025	18025	17592	17428	17975	11959	591
550.L2S379.s.2.sequence	22660	22660	21717	21652	22612	14913	937
550.L2S38.s.2.sequence	27697	27697	27153	27037	27665	20749	349
550.L2S380.s.2.sequence	13232	13232	12624	12459	13166	8624	411
550.L2S381.s.2.sequence	15819	15819	15458	15223	15775	10534	698
550.L2S382.s.2.sequence	20457	20457	20274	20194	20409	14149	1026
550.L2S383.s.2.sequence	19472	19472	19259	19195	19444	13783	1051
550.L2S39.s.2.sequence	39562	39562	38223	37889	39492	29090	1089
550.L2S4.s.2.sequence	33741	33741	33075	32946	33722	25215	378
550.L2S40.s.2.sequence	28075	28075	27796	27740	28039	21356	1426
550.L2S41.s.2.sequence	45713	45713	44592	44307	45675	33835	725
550.L2S42.s.2.sequence	40818	40818	39932	39762	40775	30533	656
550.L2S43.s.2.sequence	39144	39144	38287	38003	39095	29122	445
550.L2S44.s.2.sequence	31662	31662	31068	30952	31631	23957	466
550.L2S45.s.2.sequence	31531	31531	31020	30959	31500	24249	432
550.L2S46.s.2.sequence	29882	29882	29312	29252	29860	22394	474
550.L2S47.s.2.sequence	34525	34525	33695	33590	34487	25919	389
550.L2S48.s.2.sequence	28634	28634	28277	28213	28623	22744	235
550.L2S49.s.2.sequence	32766	32766	31904	31757	32731	24223	522
550.L2S5.s.2.sequence	27899	27899	27688	27624	27887	21573	413
550.L2S50.s.2.sequence	32659	32659	31923	31752	32637	24749	399
550.L2S51.s.2.sequence	30382	30382	29914	29777	30369	24227	251
550.L2S52.s.2.sequence	28623	28623	28227	28159	28597	21767	633
550.L2S53.s.2.sequence	32953	32953	32254	32104	32917	24725	977
550.L2S54.s.2.sequence	29072	29072	28662	28596	29055	22417	457
550.L2S55.s.2.sequence	36849	36849	35769	35604	36793	27173	594
