#SampleID	split-libraries	adaptor-clean-up	cr_silva_seqs	cr_gg_seqs	or_gg_seqs	deblur_100nt_seqs	deblur_150nt_seqs
1521.Sample163.s.7.1.sequences	21872	20378	16716	16710	19187	0	0
1521.Sample162.s.7.1.sequences	36171	35942	27195	27167	35756	0	0
1521.Sample16.s.7.1.sequences	9406	5637	4871	4147	8224	0	0
1521.Sample159.s.7.1.sequences	2609	2473	1990	1948	2124	0	0
1521.Sample158.s.7.1.sequences	1513	238	50	50	1125	0	0
1521.Sample157.s.7.1.sequences	2093	1200	236	230	898	0	0
1521.Sample156.s.7.1.sequences	1951	1437	441	441	816	0	0
1521.Sample155.s.7.1.sequences	4167	3540	1576	1568	2126	0	0
1521.Sample154.s.7.1.sequences	5012	1020	367	369	3914	0	0
1521.Sample153.s.7.1.sequences	10443	8711	3913	3868	5134	0	0
1521.Sample15.s.7.1.sequences	5288	4418	3908	3816	4924	0	0
1521.Sample145.s.7.1.sequences	57340	55235	42340	43012	53057	0	0
1521.Sample144.s.7.1.sequences	15180	15176	14066	14067	15074	0	0
1521.Sample143.s.7.1.sequences	33655	33625	24310	24274	33435	0	0
1521.Sample142.s.7.1.sequences	34334	34316	23655	23542	34072	0	0
1521.Sample141.s.7.1.sequences	24799	24797	13743	13436	24711	0	0
1521.Sample140.s.7.1.sequences	46268	46209	31527	31705	45945	0	0
1521.Sample14.s.7.1.sequences	3883	816	333	324	2958	0	0
1521.Sample13.s.7.1.sequences	36658	35638	34937	34914	35914	0	0
1521.Sample12.s.7.1.sequences	36184	34332	33205	33189	34756	0	0
1521.Sample115.s.7.1.sequences	21253	21072	65	61	20855	0	0
1521.Sample114.s.7.1.sequences	52461	51933	376	368	51176	0	0
1521.Sample113.s.7.1.sequences	19208	16278	926	896	17422	0	0
1521.Sample111.s.7.1.sequences	63690	63569	348	334	63296	0	0
1521.Sample110.s.7.1.sequences	40135	39847	3199	2782	38943	0	0
1521.Sample109.s.7.1.sequences	203	82	40	28	123	0	0
1521.Sample108.s.7.1.sequences	28432	27732	23236	23023	25812	0	0
1521.Sample10.s.7.1.sequences	22615	22600	18649	17753	22426	0	0
1521.Sample1.s.7.1.sequences	19993	15226	13832	12457	18302	0	0
1521.S8.s.7.1.sequences	22175	21581	20032	20011	21107	0	0
1521.S41.s.7.1.sequences	18559	16529	14304	14214	16602	0	0
1521.S40.s.7.1.sequences	23905	22356	19162	19106	20898	0	0
1521.S29.s.7.1.sequences	16975	16570	10064	9897	11236	0	0
1521.S26.s.7.1.sequences	26955	26295	19144	18966	23884	0	0
1521.S12.s.7.1.sequences	18634	16860	10849	10701	12713	0	0
1521.S11.s.7.1.sequences	26527	25832	18496	18140	21724	0	0
1521.Mi2.s.7.1.sequences	26443	26322	24312	24224	25710	0	0
1521.Mi1.s.7.1.sequences	17863	17636	15950	15783	17155	0	0
1521.Iso4.3.s.7.1.sequences	36463	36114	14676	14312	35313	0	0
1521.Iso4.2.s.7.1.sequences	45703	45340	22781	22546	44385	0	0
1521.Iso4.1.s.7.1.sequences	26443	24993	19184	19069	24946	0	0
1521.Iso2.2.s.7.1.sequences	54865	54311	38024	36988	51941	0	0
1521.Iso2.1.s.7.1.sequences	47789	46994	30617	30431	46089	0	0
1521.Flea8.s.7.1.sequences	9561	1189	407	409	7757	0	0
1521.Flea7.s.7.1.sequences	1683	1087	975	974	1524	0	0
1521.Flea5.s.7.1.sequences	10375	1113	246	238	8923	0	0
1521.Flea4.s.7.1.sequences	8682	4005	3021	2945	7158	0	0
1521.Flea3.s.7.1.sequences	13642	6468	5281	5281	12340	0	0
1521.Flea2.s.7.1.sequences	16193	7247	5667	5573	13829	0	0
1521.Flea10.s.7.1.sequences	24457	13611	11451	11446	22231	0	0
1521.Ce6.s.7.1.sequences	25894	24571	20625	20228	25506	0	0
1521.BF2.s.6.1.sequences	35	35	28	28	33	0	0
1521.BF1.s.6.1.sequences	176991	172972	145709	139896	170771	0	0
1521.BB2.s.6.1.sequences	101778	95716	80669	76784	94288	0	0
1521.B31.s.7.1.sequences	8835	8782	7215	4171	8363	0	0
1521.Aphid9.s.7.1.sequences	19029	18998	18569	18550	18932	0	0
1521.Aphid8.s.7.1.sequences	16991	16856	16431	16414	16761	0	0
1521.Aphid7.s.7.1.sequences	21192	20907	20434	20422	20902	0	0
1521.Aphid6.s.7.1.sequences	27372	27342	26861	25197	27284	0	0
1521.Aphid5.s.7.1.sequences	23897	23597	23002	21533	23504	0	0
1521.Aphid47.s.7.1.sequences	31697	31428	29894	26027	30959	0	0
1521.Aphid46.s.7.1.sequences	9298	8444	7852	6997	8561	0	0
1521.Aphid45.s.7.1.sequences	22992	22205	21117	18791	22413	0	0
1521.Aphid44.s.7.1.sequences	20164	19888	19229	19209	19507	0	0
1521.Aphid43.s.7.1.sequences	15944	15889	15734	15722	15878	0	0
1521.Aphid42.s.7.1.sequences	26645	24978	23906	23884	24966	0	0
1521.Aphid41.s.7.1.sequences	39186	38709	37180	32334	38280	0	0
1521.Aphid40.s.7.1.sequences	47440	47341	46193	39895	47176	0	0
1521.Aphid4.s.7.1.sequences	20526	20376	19956	18688	20348	0	0
1521.Aphid39.s.7.1.sequences	20689	19591	18273	15792	19472	0	0
1521.Aphid38.s.7.1.sequences	9960	7694	7111	7101	9039	0	0
1521.Aphid37.s.7.1.sequences	25941	25436	24627	24619	25050	0	0
1521.Aphid36.s.7.1.sequences	0	0					
1521.Aphid35.s.7.1.sequences	1326	546	456	456	1065	0	0
1521.Aphid34.s.7.1.sequences	10794	10659	10417	10382	10658	0	0
1521.Aphid33.s.7.1.sequences	13906	13849	13228	13201	13591	0	0
1521.Aphid32.s.7.1.sequences	19718	18672	17602	15287	18487	0	0
1521.Aphid31.s.7.1.sequences	28981	28915	28319	24412	28784	0	0
1521.Aphid30.s.7.1.sequences	18895	14653	13771	11555	17337	0	0
1521.Aphid3.s.7.1.sequences	14068	13868	13449	13428	13779	0	0
1521.Aphid29.s.7.1.sequences	20738	20376	19472	16863	20193	0	0
1521.Aphid28.s.7.1.sequences	24349	24309	24062	20534	24273	0	0
1521.Aphid27.s.7.1.sequences	26372	26215	25408	21863	25926	0	0
1521.Aphid26.s.7.1.sequences	2	2	2	2	2	0	0
1521.Aphid25.s.7.1.sequences	1759	752	637	614	1516	0	0
1521.Aphid24.s.7.1.sequences	28846	28522	27871	23913	28315	0	0
1521.Aphid23.s.7.1.sequences	17079	16557	15997	14391	16614	0	0
1521.Aphid22.s.7.1.sequences	19422	17055	15985	14135	18327	0	0
1521.Aphid21.s.7.1.sequences	14503	14337	14102	14089	14260	0	0
1521.Aphid20.s.7.1.sequences	16078	15329	14799	14791	15347	0	0
1521.Aphid2.s.7.1.sequences	13261	13101	12753	12749	13006	0	0
1521.Aphid19.s.7.1.sequences	23183	22733	22366	22347	22746	0	0
1521.Aphid18.s.7.1.sequences	13165	12804	3391	3359	12775	0	0
1521.Aphid17.s.7.1.sequences	19547	18810	3709	3641	18819	0	0
1521.Aphid16.s.7.1.sequences	22818	21767	7955	7914	22139	0	0
1521.Aphid15.s.7.1.sequences	13532	11793	11101	9787	12790	0	0
1521.Aphid14.s.7.1.sequences	11455	10959	9812	8402	10602	0	0
1521.Aphid13.s.7.1.sequences	12582	11629	10636	9326	11644	0	0
1521.Aphid12.s.7.1.sequences	21410	21274	21051	17776	21295	0	0
1521.Aphid11.s.7.1.sequences	29333	28889	28501	24058	29011	0	0
1521.Aphid10.s.7.1.sequences	18958	18914	18646	16033	18873	0	0
1521.Aphid1.s.7.1.sequences	20002	19979	19656	19626	19937	0	0
1521.Am3.s.7.1.sequences	57333	55546	47506	45959	54476	0	0
1521.Am2.4.s.7.1.sequences	42464	42456	42026	42006	42350	0	0
1521.Am2.3.s.7.1.sequences	20941	20694	19712	19584	20517	0	0
1521.Am2.2.s.7.1.sequences	43187	42197	38353	37488	41860	0	0
1521.Am2.1.s.7.1.sequences	49861	49457	45051	44223	48762	0	0
1521.Ag0152.1.s.7.1.sequences	10496	10410	10079	10075	10182	0	0
1521.332.9.s.7.1.sequences	33740	33732	29215	28632	33372	0	0
1521.332.8.s.7.1.sequences	28139	28111	22579	21696	27662	0	0
1521.332.7.s.7.1.sequences	35105	35067	26633	25389	34430	0	0
1521.332.6.s.7.1.sequences	35216	35206	26674	25307	34661	0	0
1521.332.5.s.7.1.sequences	27550	27488	19218	17874	27163	0	0
1521.332.4.s.7.1.sequences	19147	19144	13388	12822	18855	0	0
1521.332.3.s.7.1.sequences	43273	43182	30536	28745	42410	0	0
1521.332.2.s.7.1.sequences	33797	33771	24164	22858	33296	0	0
1521.332.1.1.s.7.1.sequences	77011	76885	55922	54172	75697	0	0
1521.332.1.s.7.1.sequences	33245	33229	27538	26357	32864	0	0
1521.331.9.s.7.1.sequences	31203	31005	24019	22379	30336	0	0
1521.331.8.s.7.1.sequences	31894	31845	22032	20830	31225	0	0
1521.331.7.s.7.1.sequences	31025	30957	21004	20422	30333	0	0
1521.331.6.s.7.1.sequences	31666	31652	24064	23324	31098	0	0
1521.331.5.s.7.1.sequences	36088	36025	27637	26964	35350	0	0
1521.331.4.s.7.1.sequences	22369	22320	16470	15983	21907	0	0
1521.331.3.s.7.1.sequences	33186	33133	24236	23488	32461	0	0
1521.331.2.s.7.1.sequences	19274	15442	11017	10633	18004	0	0
1521.331.1.1.s.7.1.sequences	38637	38101	27506	26289	37327	0	0
1521.331.1.s.7.1.sequences	21947	21798	16937	16438	21444	0	0
1521.330.9.s.7.1.sequences	45842	45714	32437	31324	45216	0	0
1521.330.8.s.7.1.sequences	33272	33240	27704	26377	32846	0	0
1521.330.7.s.7.1.sequences	42187	42123	34362	33239	41703	0	0
1521.330.6.s.7.1.sequences	40258	40232	36200	35517	39910	0	0
1521.229.7.s.7.1.sequences	22972	22946	19012	18599	22689	0	0
1521.229.6.s.7.1.sequences	33601	33594	29138	28808	33251	0	0
1521.229.5.s.7.1.sequences	30378	30297	23599	23096	29737	0	0
1521.229.4.s.7.1.sequences	44481	44394	31022	29860	43597	0	0
1521.229.3.s.7.1.sequences	46304	46278	32855	31432	45372	0	0
1521.229.2.s.7.1.sequences	39093	39066	30183	29234	38354	0	0
1521.229.11.s.7.1.sequences	23103	23054	21445	21344	22929	0	0
1521.229.1.1.s.7.1.sequences	35241	34963	31707	31512	34474	0	0
1521.229.1.s.7.1.sequences	21129	21122	17284	16897	20724	0	0
1521.228.9.s.7.1.sequences	37458	37270	25592	22373	36249	0	0
1521.228.8.s.7.1.sequences	29416	29411	26092	25191	29142	0	0
1521.228.7.s.7.1.sequences	26076	25902	20504	19071	25445	0	0
1521.228.6.s.7.1.sequences	15469	15450	10863	9942	15193	0	0
1521.228.5.s.7.1.sequences	39325	39196	29138	26867	38435	0	0
1521.228.4.s.7.1.sequences	40521	40497	30883	27849	39717	0	0
1521.228.3.s.7.1.sequences	11411	10894	7838	7211	11017	0	0
1521.228.2.s.7.1.sequences	15903	15857	11541	10623	15489	0	0
1521.228.11.s.7.1.sequences	36396	36354	27983	25924	35676	0	0
1521.228.1.1.s.7.1.sequences	33153	33115	24439	22816	32315	0	0
1521.228.1.s.7.1.sequences	37255	36150	25846	22502	34856	0	0
1521.227.9.s.7.1.sequences	37753	37599	24256	22552	36589	0	0
1521.227.8.s.7.1.sequences	30658	30619	25548	24363	30182	0	0
1521.227.7.s.7.1.sequences	24121	24042	15148	14261	23737	0	0
1521.227.6.s.7.1.sequences	26386	26363	19693	18922	25911	0	0
1521.227.5.s.7.1.sequences	41406	39258	27191	25146	38171	0	0
1521.227.4.s.7.1.sequences	43742	43669	30682	27745	42734	0	0
1521.227.3.s.7.1.sequences	21362	20021	11153	10139	20071	0	0
1521.227.2.s.7.1.sequences	26965	26405	16257	14883	25674	0	0
1521.227.11.s.7.1.sequences	38856	35349	22767	20714	35181	0	0
1521.227.1.1.s.7.1.sequences	34577	34559	23780	21303	33718	0	0
1521.227.1.s.7.1.sequences	28076	27995	19819	19006	27385	0	0
1521.226.9.s.7.1.sequences	42556	42526	31847	31272	41750	0	0
1521.226.8.s.7.1.sequences	31606	31559	25909	25501	30995	0	0
1521.226.7.s.7.1.sequences	29047	28809	24379	24155	28360	0	0
1521.226.6.s.7.1.sequences	38103	38070	31556	30975	37508	0	0
1521.226.5.s.7.1.sequences	27443	27429	22719	22192	26831	0	0
1521.226.4.s.7.1.sequences	26891	26857	18846	16519	26136	0	0
1521.226.3.s.7.1.sequences	27481	26242	17971	17051	25704	0	0
1521.226.2.s.7.1.sequences	38338	38238	31171	30339	37564	0	0
1521.226.11.s.7.1.sequences	52090	51963	36364	35273	50858	0	0
1521.226.1.1.s.7.1.sequences	30124	30101	26509	26286	29771	0	0
1521.226.1.s.7.1.sequences	15199	13841	8616	7075	13621	0	0
1521.VC1.s.6.1.sequences	134386	134146	114509	110904	131534	0	0
1521.Too.3.s.6.1.sequences	126620	126447	120866	119333	125968	0	0
1521.Too.1.s.6.1.sequences	93701	93589	85980	84490	93086	0	0
1521.TL3.s.6.1.sequences	267663	266284	225261	216401	261902	0	0
1521.TL1.M.s.6.1.sequences	1	1	1	1	1	0	0
1521.TL1.s.6.1.sequences	158076	157257	132779	129139	153951	0	0
1521.SV2.s.6.1.sequences	144721	144146	119852	115850	140989	0	0
1521.SV1.M.s.6.1.sequences	155803	155136	129982	126490	151957	0	0
1521.SV1.s.6.1.sequences	117829	117323	98976	96325	114960	0	0
1521.SR3.s.6.1.sequences	92698	92502	77758	75630	90434	0	0
1521.SR2.s.6.1.sequences	122458	121290	105529	102630	118561	0	0
1521.SR1.s.6.1.sequences	114142	111058	94590	92124	109097	0	0
1521.SP2.s.6.1.sequences	207203	205384	162364	155682	201136	0	0
1521.SP1.s.6.1.sequences	279763	278329	239816	232765	273925	0	0
1521.SN3.s.6.1.sequences	231724	230207	195688	190324	225275	0	0
1521.SK3.s.6.1.sequences	2	2	1	1	2	0	0
1521.SK2.s.6.1.sequences	156939	156723	131751	127989	153193	0	0
1521.SK1.s.6.1.sequences	143904	143693	125544	122548	141611	0	0
1521.SF2.M.s.6.1.sequences	157232	157128	133751	130275	154105	0	0
1521.SF2.s.6.1.sequences	293388	292225	249959	243390	286689	0	0
1521.SF1.s.6.1.sequences	191544	181478	157340	153294	186524	0	0
1521.SA2.s.6.1.sequences	1	1	1	1	1	0	0
1521.SA1.s.6.1.sequences	188062	186464	160182	156081	182814	0	0
1521.RT2.s.6.1.sequences	195372	191144	169538	162571	189192	0	0
1521.PE7.s.6.1.sequences	204096	168228	132376	125295	191774	0	0
1521.PE6.M.s.6.1.sequences	125911	125882	103481	99885	123020	0	0
1521.PE6.s.6.1.sequences	304141	302978	252312	243621	296617	0	0
1521.PE5.s.6.1.sequences	170570	169294	137195	130512	165824	0	0
1521.PE4.s.6.1.sequences	4	4	2	2	2	0	0
1521.PE3.s.6.1.sequences	0	0					
1521.PE2.s.6.1.sequences	4	4	3	3	4	0	0
1521.PE1.s.6.1.sequences	0	0					
1521.NTP9.s.6.1.sequences	168708	168564	152194	148644	166730	0	0
1521.NTP8.s.6.1.sequences	156968	156123	143180	141005	155503	0	0
1521.NTP5.s.6.1.sequences	68188	4370	1389	1384	62287	0	0
1521.NTP4.s.6.1.sequences	185169	184865	163536	159602	182425	0	0
1521.NTP39.s.6.1.sequences	150010	149795	123620	118972	145340	0	0
1521.NTP38.s.6.1.sequences	97819	96770	81619	79156	95033	0	0
1521.NTP36.s.6.1.sequences	297350	296617	255045	247030	291464	0	0
1521.NTP34.s.6.1.sequences	282312	281762	234935	226897	274995	0	0
1521.NTP33.s.6.1.sequences	276588	275588	235058	226849	269514	0	0
1521.NTP3.s.6.1.sequences	43374	4090	1435	1431	40101	0	0
1521.NTP29.s.6.1.sequences	225355	212452	187667	182271	221094	0	0
1521.NTP28.s.6.1.sequences	197981	197777	181588	178815	196255	0	0
1521.NTP27.s.6.1.sequences	203653	202474	174530	170079	199065	0	0
1521.NTP26.s.6.1.sequences	209808	209420	185391	180789	206816	0	0
1521.NTP25.s.6.1.sequences	142975	142615	126889	124208	141411	0	0
1521.NTP24.s.6.1.sequences	215248	215135	195671	192023	213046	0	0
1521.NTP22.s.6.1.sequences	7	7	6	5	7	0	0
1521.NTP21.s.6.1.sequences	10813	2134	1881	1880	10202	0	0
1521.NTP2.s.6.1.sequences	153957	150273	130927	126732	149259	0	0
1521.NTP18.s.6.1.sequences	192304	191542	170496	167571	189989	0	0
1521.NTP13.s.6.1.sequences	97314	97287	86217	83561	96011	0	0
1521.NTP12.s.6.1.sequences	212630	212591	190452	186709	210260	0	0
1521.NTP11.s.6.1.sequences	11552	8472	8266	8259	11248	0	0
1521.NTP10.s.6.1.sequences	8483	4377	4126	4122	8173	0	0
1521.NTP1.s.6.1.sequences	18707	2676	1952	1947	17312	0	0
1521.MT2.s.6.1.sequences	125191	124922	106999	104495	122645	0	0
1521.MT1.s.6.1.sequences	94890	93834	77036	74050	92006	0	0
1521.MP2.s.6.1.sequences	440	439	378	365	426	0	0
1521.MP1.s.6.1.sequences	194860	193166	159544	155047	188981	0	0
1521.MD5.s.6.1.sequences	269106	268342	230599	225837	263607	0	0
1521.MD4.s.6.1.sequences	293957	288421	170846	166811	280669	0	0
1521.MD3.M.s.6.1.sequences	273545	273015	222007	215231	267279	0	0
1521.MD3.s.6.1.sequences	358938	357802	292610	283406	350437	0	0
1521.MD2.s.6.1.sequences	298560	296553	251737	244475	291070	0	0
1521.LQ3.s.6.1.sequences	264967	262827	215705	209606	256160	0	0
1521.LQ2.s.6.1.sequences	101335	89579	75195	72462	97461	0	0
1521.LQ1.s.6.1.sequences	1	1		1	1	0	0
1521.KP4.s.6.1.sequences	404996	402558	363039	353827	398681	0	0
1521.KP3.s.6.1.sequences	6	6	4	4	5	0	0
1521.KP1.M.s.6.1.sequences	6916	4301	4089	4081	6745	0	0
1521.KP1.s.6.1.sequences	325440	323868	291457	281651	320230	0	0
1521.JT1.s.6.1.sequences	6	6	6	6	6	0	0
1521.IT1.s.6.1.sequences	214383	212034	180045	174697	208579	0	0
1521.IE2.s.6.1.sequences	242042	241681	209007	203890	238404	0	0
1521.IE1.s.6.1.sequences	376955	376650	314423	303254	368921	0	0
1521.HJ2.s.6.1.sequences	387100	386513	331489	321290	379914	0	0
1521.HJ1.s.6.1.sequences	344032	342528	292717	283617	337853	0	0
1521.HI4.s.6.1.sequences	424565	423005	335994	327405	415065	0	0
1521.HI3.s.6.1.sequences	1	1	1	1	1	0	0
1521.HI2.s.6.1.sequences	136040	134834	106740	102402	129144	0	0
1521.HI1.s.6.1.sequences	185976	184592	157954	152762	182268	0	0
1521.HF2.s.6.1.sequences	2	2	2	1	2	0	0
1521.HF1.s.6.1.sequences	0	0					
1521.H4.s.6.1.sequences	77081	75694	67513	66373	76475	0	0
1521.H3.s.6.1.sequences	79661	79525	73534	72684	79243	0	0
1521.GB5.s.6.1.sequences	315616	314087	271958	265728	308227	0	0
1521.GB3.s.6.1.sequences	383618	378521	338250	331976	375831	0	0
1521.GB2.s.6.1.sequences	4	4	4	3	4	0	0
1521.GB1.s.6.1.sequences	347764	346213	304132	295969	341567	0	0
1521.EB154.s.6.1.sequences	72124	33729	26345	25446	66185	0	0
1521.EB153.s.6.1.sequences	175071	158875	139960	135662	166009	0	0
1521.EB152.s.6.1.sequences	205900	199614	175735	166001	199868	0	0
1521.EB151.s.6.1.sequences	193985	186756	162202	155572	183081	0	0
1521.EB150.s.6.1.sequences	171626	162995	135296	128936	157494	0	0
1521.EB149.s.6.1.sequences	147240	145530	126386	121246	144675	0	0
1521.EB148.s.6.1.sequences	172922	171945	151594	146354	169693	0	0
1521.Wetland.soil.s.8.1.sequences	130674	122896	86538	81607	116412	0	0
1521.UW.community.garden.s.8.1.sequences	3879	1157	1077	1076	3660	0	0
1521.Temperate.rain.forest.s.8.1.sequences	242063	239034	189315	183691	233024	0	0
1521.Temperate.deciduous.forest.s.8.1.sequences	229473	226422	187069	178972	222192	0	0
1521.Tar.sand.2.s.8.1.sequences	111057	105309	79522	75587	103071	0	0
1521.Tar.sand.1.s.8.1.sequences	1350	510	296	280	1090	0	0
1521.SPL.Wint.9.s.8.1.sequences	59223	49883	19978	19597	57132	0	0
1521.SPL.Wint.5.s.8.1.sequences	23699	8426	4388	4384	22084	0	0
1521.SPL.Wint.13.s.8.1.sequences	48287	25038	9062	8500	44704	0	0
1521.SPL.Sum.9.s.8.1.sequences	77709	35653	23823	18346	73253	0	0
1521.SPL.Sum.5.s.8.1.sequences	86814	71973	42694	37708	82963	0	0
1521.SPL.Sum.1.s.8.1.sequences	78375	57537	40426	38995	76747	0	0
1521.SPL.Sp.29.s.8.1.sequences	52566	50282	43823	42593	51627	0	0
1521.SPL.Sp.25.s.8.1.sequences	59148	57461	49460	44915	58160	0	0
1521.SPL.Sp.21.s.8.1.sequences	19388	16736	13277	12899	19082	0	0
1521.SPL.Fall.9.s.8.1.sequences	61412	55828	26365	21679	60428	0	0
1521.SPL.Fall.5.s.8.1.sequences	0	0					
1521.SPL.Fall.1.s.8.1.sequences	54275	41945	23064	16232	51306	0	0
1521.Northern.peatlands.s.8.1.sequences	117186	8883	1369	1284	107894	0	0
1521.MZ.93b.s.8.1.sequences	158421	133962	117535	116308	154106	0	0
1521.MZ.93a.s.8.1.sequences	308124	306046	256244	250278	305292	0	0
1521.MZ.90b.s.8.1.sequences	122762	118992	108073	106183	119638	0	0
1521.MZ.90a.s.8.1.sequences	78245	63130	49718	47179	74145	0	0
1521.MZ.88b.s.8.1.sequences	90986	87204	80481	79890	87873	0	0
1521.MZ.88a.s.8.1.sequences	171678	165793	143909	139695	166309	0	0
1521.MZ.82b.s.8.1.sequences	116941	109263	91901	90114	110413	0	0
1521.MZ.82a.s.8.1.sequences	151177	139552	97248	93872	139301	0	0
1521.MZ.81b.s.8.1.sequences	175103	166404	134733	131584	155137	0	0
1521.MZ.81a.s.8.1.sequences	161954	132009	109200	104305	155002	0	0
1521.MZ.74b.s.8.1.sequences	100745	71903	62122	59892	97713	0	0
1521.MZ.74a.s.8.1.sequences	278201	277102	147015	125331	274049	0	0
1521.MZ.73b.blank.s.8.1.sequences	107615	43855	37375	37025	102329	0	0
1521.MZ.73a.blank.s.8.1.sequences	196310	172072	153789	150646	189846	0	0
1521.MZ.72b.blank.s.8.1.sequences	108942	61005	53273	52803	103723	0	0
1521.MZ.72a.blank.s.8.1.sequences	74841	37612	30716	29606	68968	0	0
1521.MZ.67b.s.8.1.sequences	127979	98608	84427	82285	124524	0	0
1521.MZ.67a.s.8.1.sequences	315032	290605	188900	161207	308686	0	0
1521.MZ.62b.s.8.1.sequences	247334	231774	203976	198493	237124	0	0
1521.MZ.62a.s.8.1.sequences	363978	356921	222441	155137	356449	0	0
1521.MZ.59b.s.8.1.sequences	224039	214219	192637	189558	217448	0	0
1521.MZ.59a.s.8.1.sequences	287959	282988	235048	223462	281837	0	0
1521.MZ.54b.s.8.1.sequences	105680	91176	69811	66596	103862	0	0
1521.MZ.54a.s.8.1.sequences	330030	327662	216768	201997	325444	0	0
1521.MZ.52b.s.8.1.sequences	161481	154371	136590	131359	156591	0	0
1521.MZ.52a.s.8.1.sequences	294001	285096	197428	190831	289440	0	0
1521.MZ.50b.s.8.1.sequences	167526	164436	132845	129319	163863	0	0
1521.MZ.50a.s.8.1.sequences	198158	177963	99998	94910	192137	0	0
1521.MZ.47b.s.8.1.sequences	356743	38828	20496	19469	337803	0	0
1521.MZ.47a.s.8.1.sequences	497732	423303	250299	241146	477910	0	0
1521.MZ.41b.s.8.1.sequences	298010	217389	172427	168252	287464	0	0
1521.MZ.41a.s.8.1.sequences	298752	228421	160058	154299	279182	0	0
1521.MZ.31b.s.8.1.sequences	109003	44012	34135	33775	103043	0	0
1521.MZ.31a.s.8.1.sequences	242220	225834	170726	165347	233099	0	0
1521.MZ.26b.s.8.1.sequences	162363	119014	108270	106385	155857	0	0
1521.MZ.26a.s.8.1.sequences	223770	212469	141743	132809	213969	0	0
1521.MZ.23b.blank.s.8.1.sequences	59782	49600	43745	43443	57806	0	0
1521.MZ.23a.blank.s.8.1.sequences	103601	97053	86496	86098	99244	0	0
1521.MZ.22b.blank.s.8.1.sequences	113340	98617	92854	91677	110860	0	0
1521.MZ.22a.blank.s.8.1.sequences	259300	219460	192266	189737	244390	0	0
1521.MZ.15b.s.8.1.sequences	187892	179817	165908	163931	183547	0	0
1521.MZ.15a.s.8.1.sequences	288749	237353	208582	204205	282077	0	0
1521.MZ.11b.s.8.1.sequences	81701	28058	22328	21964	76401	0	0
1521.MZ.11a.s.8.1.sequences	19397	4598	1515	1484	17201	0	0
1521.MZ.103b.s.8.1.sequences	73707	44133	38025	37074	70411	0	0
1521.MZ.103a.s.8.1.sequences	203719	142572	125351	122771	194333	0	0
1521.MZ.101b.s.8.1.sequences	155822	62259	52731	52144	146563	0	0
1521.MZ.101a.s.8.1.sequences	184723	122752	114214	112378	178112	0	0
1521.Mayv.W6.s.8.1.sequences	25132	10107	8698	8536	23710	0	0
1521.Mayv.W5.s.8.1.sequences	83749	72402	62164	59606	80451	0	0
1521.Mayv.W2.s.8.1.sequences	107196	105350	93134	87317	105146	0	0
1521.Mayv.6.s.8.1.sequences	111673	17068	8898	8659	101111	0	0
1521.Mayv.5.s.8.1.sequences	27257	9464	7818	7814	25171	0	0
1521.Mayv.2.s.8.1.sequences	77245	70197	59895	58597	76156	0	0
1521.F3.s.8.1.sequences	122640	115997	54234	52241	121577	0	0
1521.F2.s.8.1.sequences	475769	469803	455573	451068	472414	0	0
1521.F1.s.8.1.sequences	83979	75949	73550	72725	82927	0	0
1521.Det.W7.s.8.1.sequences	32890	18941	16239	16061	31102	0	0
1521.Det.W6.s.8.1.sequences	36989	22776	18241	17298	35501	0	0
1521.Det.W4.s.8.1.sequences	24713	7412	6394	6008	22972	0	0
1521.Det.4.s.8.1.sequences	203628	200639	114385	113677	201058	0	0
1521.Det.2.s.8.1.sequences	286612	285917	174943	173475	284706	0	0
1521.Det.1.s.8.1.sequences	138489	134946	46459	42717	136774	0	0
1521.Compost.s.8.1.sequences	36925	2134	122	120	33345	0	0
1521.Cle.W3.s.8.1.sequences	99996	80177	65904	63137	96319	0	0
1521.Cle.W2.s.8.1.sequences	135144	121524	101161	97912	131429	0	0
1521.Cle.W1.s.8.1.sequences	116826	114879	96018	92101	114520	0	0
1521.Cle.4.s.8.1.sequences	67047	56435	24643	23772	64683	0	0
1521.Cle.3.s.8.1.sequences	43460	22855	11543	11350	41041	0	0
1521.Cle.1.s.8.1.sequences	79455	75558	44446	43303	78755	0	0
1521.Chi.W3.s.8.1.sequences	54791	47492	40371	38421	52263	0	0
1521.Chi.W2.s.8.1.sequences	151239	149516	133150	125886	148111	0	0
1521.Chi.W1.s.8.1.sequences	157540	152508	133870	129188	155774	0	0
1521.Chi.4.s.8.1.sequences	94518	70290	54774	52497	91048	0	0
1521.Chi.2.s.8.1.sequences	61060	26630	21464	18516	57528	0	0
1521.Chi.1.s.8.1.sequences	61235	19863	13324	11716	56058	0	0
1521.C3.s.8.1.sequences	49375	39220	29267	28838	48355	0	0
1521.C2.s.8.1.sequences	131126	103365	85366	84025	124403	0	0
1521.C1.s.8.1.sequences	27638	21627	20924	20764	27040	0	0
1521.Boreal.coniferous.forest.s.8.1.sequences	235546	234645	184128	177363	228683	0	0
1521.Arctic.Tundra.2.s.8.1.sequences	115332	113257	87732	84838	108705	0	0
1521.Arctic.Tundra.1.s.8.1.sequences	168375	165798	133003	129401	161138	0	0
1521.Agricultural.soil.wheat.s.8.1.sequences	187258	186572	158433	151095	181850	0	0
1521.Agricultural.soil.soy.s.8.1.sequences	129201	32643	18805	18033	109051	0	0
