,Animal surface,Animal corpus,Animal secretion,Animal proximal gut,Animal distal gut,Plant surface,Plant corpus,Plant rhizosphere,Soil (non-saline),Sediment (non-saline),Sediment (saline),Surface (non-saline),Surface (saline),Aerosol (non-saline),Water (non-saline),Water (saline),Intertidal (saline),Hypersaline (saline),Sterile water blank,Mock community
g__Cellulomonas(12),0.12021241470394016,0.045454545454545456,0.10808027306967985,0.10747303543913714,0.014940567906669604,0.0037878787878787884,0.01388888888888889,0.010850025680534158,0.26917021302614524,0.007575757575757577,0.0037878787878787884,0.1534656492283611,0.015151515151515154,0.12237347751118938,0.0037878787878787884,0.0,0.0,0.0,0.0,0.0
g__Rhodococcus(31),0.3636747953386324,0.0,0.03165516960084023,0.002938422293261003,0.0532857985319785,0.024193548387096774,0.03361476926841952,0.01942519769344897,0.24057831175827782,0.0007265329845975006,0.006211857018308631,0.00881203784429591,0.03327521069456554,0.06314943976234298,0.09945280594686368,0.019006102877070618,0.0,0.0,0.0,0.0
g__Phormidium(30),0.10953601953601952,0.06904761904761904,0.0037878787878787876,0.048365893365893364,0.0,0.00588235294117647,0.03386243386243386,0.047089947089947085,0.11585035335035335,0.09317580567580566,0.00790255496137849,0.21330336330336327,0.0196078431372549,0.22020146520146522,0.008405483405483406,0.00398098633392751,0.0,0.0,0.0,0.0
g__Methanosaeta(43),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659025117444198,0.026041237389598775,0.29594643083015176,0.016295848853988385,0.0,0.0,0.00036913990402362494,0.0018993925970670158,0.00042283298097251583,0.0,0.0,0.0,0.0
g__Buchnera(25),0.4966666666666667,0.0,0.05000000000000001,0.0,0.0,0.0,0.0,0.04000000000000001,0.010000000000000002,0.0,0.0,0.020000000000000004,0.0,0.32000000000000006,0.05333333333333334,0.010000000000000002,0.0,0.0,0.0,0.0
g__Anaeroplasma(27),0.05555555555555555,0.018518518518518517,0.0,0.0,0.8385802469135802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.05030864197530865,0.0,0.0,0.0,0.0,0.0
g__Bacillus(34),0.1021300255181076,0.06228733066669461,0.09732009957780882,0.07251165006230997,0.07127660702433118,0.020858163171286553,0.04799029375454166,0.049165925693880605,0.09319796074236376,0.08000843200921376,0.044317597453038,0.055087247053832014,0.005854708365501472,0.1433772865081827,0.023099199046754195,0.0286346676607895,0.0,0.0028828056913634418,0.0,0.0
g__Oribacterium(20),0.09829690769588467,0.023575428194993413,0.26207228939006433,0.2,0.3104166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.00573267844687282,0.0,0.09876966596915446,0.0005681818181818182,0.0005681818181818182,0.0,0.0,0.0,0.0
g__Prevotella(405),0.10348790909744168,0.020767314448770176,0.10582450975780529,0.25049991307842173,0.12297323774500325,1.2345679012345682e-05,0.006978406241166515,0.0,0.008203454411309506,0.00271604938271605,0.004583002031059493,0.05230578306176579,0.00943310657596372,0.2936136415054012,0.015003995309765273,0.0035780415509412806,0.0,1.9290123456790126e-05,0.0,0.0
g__[Eubacterium](36),0.15529529491517793,0.0,0.016703691045796307,0.21155965310100652,0.16253443252190122,0.0,0.027453946313595434,0.0,0.01131353214686548,0.006172839506172839,0.0,0.09831924086310052,0.0,0.25287052708731905,0.025369435091657313,0.032407407407407406,0.0,0.0,0.0,0.0
