,Animal surface,Animal corpus,Animal secretion,Animal proximal gut,Animal distal gut,Plant surface,Plant corpus,Plant rhizosphere,Soil (non-saline),Sediment (non-saline),Sediment (saline),Surface (non-saline),Surface (saline),Aerosol (non-saline),Water (non-saline),Water (saline),Intertidal (saline),Hypersaline (saline),Sterile water blank,Mock community
f__AEGEAN_185(75),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.013333333333333334,0.0,0.052,0.9266666666666666,0.0,0.0,0.0,0.0
f__Sc-NB04(12),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.041666666666666664,0.875,0.0,0.0,0.0,0.0
f__A714017(121),0.0008264462809917355,0.0017530678687703476,0.001652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,0.0007241243604879968,0.1426467887430454,0.006444974357299186,0.02510398098633392,0.0,0.05040941212338985,0.7687854201557146,0.0,0.001652892561983471,0.0,0.0
f__NS9(17),0.0,0.0,0.0028011204481792717,0.0,0.0,0.033468559837728194,0.0,0.0,0.0,0.0,0.09757236227824463,0.0,0.0,0.0,0.058823529411764705,0.8073344280240833,0.0,0.0,0.0,0.0
f__ZA3409c(27),0.0,0.0,0.000481000481000481,0.1796015400884315,0.11313048859865339,0.1611956291731573,0.0,0.0,0.0008971469645626949,0.016835016835016838,0.08386428386428388,0.03007856341189675,0.023448156781490117,0.0,0.0,0.3904681738015071,0.0,0.0,0.0,0.0
f__Cyanobacteriaceae(19),0.013157894736842105,0.0,0.0,0.0,0.010121457489878543,0.10526315789473684,0.0,0.0,0.0,0.09909827015090174,0.034750337381916324,0.059379217273954114,0.05263157894736842,0.0,0.0861244019138756,0.26315789473684204,0.0,0.27631578947368424,0.0,0.0
f__Acaryochloridaceae(11),0.25757575757575757,0.0,0.0,0.10047846889952154,0.20175438596491233,0.1291866028708134,0.0,0.0,0.0,0.18181818181818185,0.0,0.09090909090909093,0.02870813397129187,0.0,0.0,0.009569377990430623,0.0,0.0,0.0,0.0
f__JdFBGBact(38),0.017628530786425522,0.0,0.013157894736842105,0.032999164578111945,0.0,0.2561217232269864,0.0,0.0,0.0,0.09360902255639098,0.14901034210711805,0.0,0.39134970292624827,0.0,0.0,0.046123619081876795,0.0,0.0,0.0,0.0
f__Thiohalorhabdaceae(16),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27864583333333337,0.0,0.0,0.0,0.06944444444444446,0.4305555555555556,0.0,0.22135416666666669,0.0,0.0
f__ACK-M1(97),0.014864201821398866,0.0161305169911496,0.019632924098902084,5.1036031438195374e-05,0.0003244290469071165,0.0961938517149246,0.000977783721901069,0.0007154213036565979,0.006079572214613555,0.036101360180435,0.0231671532324043,0.021069781174440062,0.34830279599671793,0.09599397513097217,0.28284515354068307,0.037550043799455896,0.0,0.0,0.0,0.0
